id_response,Date,agency,Q1.Poc,Q1a.Poc_title,Q1b.Poc_supervisor,Q1c.poc_responsibility_1,Q1c.poc_responsibility_2,Q1c.poc_responsibility_3,Q1c.poc_responsibility_4,Q1c.poc_responsibility_5,Q1c.poc_responsibility_6,Q1c.poc_responsibility_7,Q1c.poc_responsibility_8,Q1c.poc_responsibility_9,Q1c.poc_responsibility_10,Q1c.poc_responsibility_99,Q1c.poc_responsibility_88,Q2.ur_title,Q3.upload,Q4.ur_supervisor,Q5.ur_responsibility_1,Q5.ur_responsibility_2,Q5.ur_responsibility_3,Q5.ur_responsibility_4,Q5.ur_responsibility_5,Q5.ur_responsibility_6,Q5.ur_responsibility_7,Q5.ur_responsibility_8,Q5.ur_responsibility_9,Q5.ur_responsibility_10,Q5.ur_responsibility_99,Q5.ur_responsibility_88,Q6.years_current,Q6.months_current,Q7.years_vr,Q7.months_vr,Q8.years_any,Q8.months_any,Q9.educat,Q9.educat_other,Q10.crc,Q11.academic_1,Q11.academic_2,Q11.academic_3,Q11.academic_4,Q11.academic_5,Q11.academic_6,Q11.academic_7,Q11.academic_88,Q12.business_bg,Q12a.business_des_0,Q12a.business_des_1,Q12a.business_des_2,Q12a.business_des_3,Q12a.business_des_4,Q12a.business_des_5,Q12a.business_des_6,Q12a.business_des_7,Q12a.business_des_8,Q12a.business_des_9,Q12a.business_des_10,Q12a.business_des_11,Q12a.business_des_12,Q12a.business_des_13,Q12a.business_des_14,Q12a.business_des_15,Q12a.business_des_88,A1.br_text,A2.bus_as_customer,A3.serve_bus_1,A3.serve_bus_2,A3.serve_bus_3,A3.serve_bus_4,A3.serve_bus_5,A3.serve_bus_6,A3.serve_bus_7,A3.serve_bus_8,A3.serve_bus_9,A3.serve_bus_10,A3.serve_bus_11,A3.serve_bus_12,A3.serve_bus_99,A3.serve_bus_88,A4.activities_br_1,A4.activities_br_2,A4.activities_br_3,A4.activities_br_4,A4.activities_br_5,A4.activities_br_6,A4.activities_br_7,A4.activities_br_8,A4.activities_br_9,A4.activities_br_10,A4.activities_br_11,A4.activities_br_99,A4.activities_br_88,A5.areas_br_1,A5.areas_br_2,A5.areas_br_3,A5.areas_br_4,A5.areas_br_5,A5.areas_br_6,A5.areas_br_7,A5.areas_br_88,A6.initiatives_br,A6a.initiatives_br_des1,A6a.initiatives_br_des2,A6a.initiatives_br_des3,A6b.initiatives_br_add,A6b.initiatives_br_add_1,A6b.initiatives_br_add_2,A6b.initiatives_br_add_3,A6b.initiatives_br_add_4,A6b.initiatives_br_add_5,A6b.initiatives_br_add_6,A7.vevraa,A7a.vevraa_des,A8.partner,A8a.fed_agency_1,A8a.fed_agency_2,A8a.fed_agency_3,A8a.fed_agency_4,A8a.fed_agency_5,A8a.fed_agency_6,A8a.fed_agency_7,A8a.fed_agency_99,A8a.fed_agency_88,A8b.state_entity_1,A8b.state_entity_2,A8b.state_entity_3,A8b.state_entity_4,A8b.state_entity_5,A8b.state_entity_6,A8b.state_entity_7,A8b.state_entity_8,A8b.state_entity_9,A8b.state_entity_10,A8b.state_entity_11,A8b.state_entity_12,A8b.state_entity_99,A8b.state_entity_88,A8c.bus_org_1,A8c.bus_org_2,A8c.bus_org_3,A8c.bus_org_4,A8c.bus_org_5,A8c.bus_org_99,A8c.bus_org_88,B1.fte_time,B2.special_staff,B2a.fte_num,B3.add_staff_1,B3.add_staff_2,B3.add_staff_3,B3.add_staff_4,B3.add_staff_5,B3.add_staff_6,B3.add_staff_88,B4.external_res,B5.qualif_br_1,B5.qualif_br_2,B5.qualif_br_3,B5.qualif_br_4,B5.qualif_br_5,B5.qualif_br_88,B6.skill_br_1,B6.skill_br_2,B6.skill_br_3,B6.skill_br_4,B6.skill_br_5,B6.skill_br_6,B6.skill_br_88,B7.training_req,B8.component_br_1,B8.component_br_2,B8.component_br_3,B8.component_br_4,B8.component_br_5,B8.component_br_6,B8.component_br_7,B8.component_br_8,B8.component_br_88,C1.poc_web,C2.services_web,C3.links_web_1,C3.links_web_2,C3.links_web_3,C3.links_web_4,C3.links_web_5,C3.links_web_6,C3.links_web_88,C4.database,C5.outreach_1,C5.outreach_2,C5.outreach_3,C5.outreach_4,C5.outreach_5,C5.outreach_6,C5.outreach_7,C5.outreach_8,C5.outreach_9,C5.outreach_10,C5.outreach_88,C6.data_br,C6.data_br_text,C7.info_hired,C8.info_tool_1,C8.info_tool_2,C8.info_tool_3,C8.info_tool_4,C8.info_tool_5,C8.info_tool_99,C8.info_tool_6,C8.info_tool_88,C8a.frequency_br,C8a.frequency_br_other,D1.lmi,D1a.lmi_no,D2.sources_lmi_1,D2.sources_lmi_2,D2.sources_lmi_3,D2.sources_lmi_4,D2.sources_lmi_5,D2.sources_lmi_6,D2.sources_lmi_88,D3.elements_lmi_1,D3.elements_lmi_2,D3.elements_lmi_3,D3.elements_lmi_4,D3.elements_lmi_5,D3.elements_lmi_6,D3.elements_lmi_7,D3.elements_lmi_8,D3.elements_lmi_9,D3.elements_lmi_88,D4.trad_lmi_1,D4.trad_lmi_2,D4.trad_lmi_3,D4.trad_lmi_4,D4.trad_lmi_5,D4.trad_lmi_6,D4.trad_lmi_7,D4.trad_lmi_8,D4.trad_lmi_88,D5.real_lmi,D6.real_lmi_source,D7.rlmi_elements_1,D7.rlmi_elements_2,D7.rlmi_elements_3,D7.rlmi_elements_4,D7.rlmi_elements_5,D7.rlmi_elements_6,D7.rlmi_elements_7,D7.rlmi_elements_8,D7.rlmi_elements_88,D8.rlmi_use_1,D8.rlmi_use_2,D8.rlmi_use_3,D8.rlmi_use_4,D8.rlmi_use_5,D8.rlmi_use_6,D8.rlmi_use_7,D8.rlmi_use_8,D8.rlmi_use_88,E1.small_bus,E2.tailor_br,E3.small_outreach_1,E3.small_outreach_2,E3.small_outreach_3,E3.small_outreach_4,E3.small_outreach_5,E3.small_outreach_6,E3.small_outreach_7,E3.small_outreach_8,E3.small_outreach_9,E3.small_outreach_10,E3.small_outreach_88,E4.effectiv_outreach,E5.rank_1,E5.rank_2,E5.rank_3,E5.rank_4
103,10/2/14 0:00,Mississippi Department of Rehabilitation Services,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Service Support Manager,0,Director of Client Services,0,1,0,0,0,0,1,1,1,0,0,0,1.08,1,10,,10,,4,,0,0,0,0,0,0,1,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,"Business Development and Placement Services (BDS) has the broad role of marketing the Agency and its clients to the business/employer community.  Services are established to provide assistance to all MDRS staff in their efforts to place clients who have successfully completed or are near completion of their planned services. The staff of BDS will provide resources to MDRS staff to enhance job development and placement efforts for clients. EC is to call on businesses in their respective district and develop relationships with them. Once a relationship is established the EC will continue to call on the business to provide services and conduct job development and follow-up. The EC will develop specific job leads from the businesses and a variety of other sources resulting in placement of MDRS clients. The EC will also assist counselors in pre-screening of clients to determine "" job ready"" status. ECs will serve as consultants to businesses on job accomodation, Job Tryouts, OJT, WOTC, LINCS and any other incentives that may be available to employers who hire MDRS clients. ECês will provide industry specific job development, client specific job development and job development of all job openings they find. Providing services to employers is the focus of the job development efforts of the BDS staff who educate employers about capabilities of persons with disabilities. The goal of BDS is to identify opportunities to make available a broad range of occupational choices for rehabilitation clients.",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,Hosted couple of OFCCP events,0,1,1,0,1,0,0,0,0,-7,-7,-7,7,-7,-7,-7,-7,-7,-7,0,-7,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0.5,1,10,0,1,0,1,0,1,CRP-Evaluators,0,1,0,1,1,0,0,1,0,1,0,1,0,0,"Our BDS staff, participate in a Core Curriculum of training and is scheduled by our Training Dept.",1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,"Employer Profile, Services to business, job openings,and number of hires with the business",Our BDS staff utilize our Employer Module to stay current on Business/Employer's information. All VR staff can utilize the Employer Module to find information on businesses in their area.,1,0,1,1,1,0,0,0,8,Quarterly,1,-7,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,2,1,0,1,1,0,0,1,0,1,1,0,0,1,3,2,4,1
104,10/4/14 0:00,New Mexico Division of Vocational Rehabilitation,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,program manager,0,field operations director,0,0,0,0,0,0,0,0,0,1,0,share info related to NET,10,,23,,0,,5,,1,0,0,0,0,0,0,1,social work,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,n/a in process of looking to hire a someone to develop businesses,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,-7,-7,-7,7,-7,-7,-7,-7,-7,-7,0,-7,1,0,0,0,0,0,0,1,0,nmda,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-7,0,0,0,0,0,1,techs,1,1,0,0,1,0,0,1,0,1,0,0,0,0,N/A,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,-7,not sure,0,0,0,1,0,0,0,0,8,uncertain,1,-7,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,5,1,1,1,1,1,1,1,0,0,0,0,0,1,3,1,4,2
107,10/17/14 0:00,Pennsylvania Office of Vocational Rehabilitation,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Business Services & Outreach Division Chief,1,Director-Bureau of Central Operations,1,1,1,1,1,0,1,1,1,1,0,"Strategic planning, branding of PA OVR and Training of Combined Agency Staff on Business Srv and Outreach",1,,8,,15,,5,,1,1,0,1,0,0,1,1,Psychology/Counseling Grad work,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,American Management Association Certificate in Business Management,"Customer services to and sustained relation with any Employer or Business including:  Understanding each Business/Employer organizational culture, needs, products, services and mission. Providing a qualified talent pipeline & skilled workforce  as a deliverable. On-boarding support to of VR or Iwd talent. Consulation on Disability related workforce topics. On-boarding resources and tax incentives individually packages for each business or organization",1,1,1,1,1,1,1,1,1,0,0,0,1,0,Sec 503 compliance to recruite qualified Iwd and support on-boarding and diversity of a businesses workforce,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,Combined PA OVR Agency Business Services and Outreach Dision with local District Offcie Business Srv. Teams,How-to-Guide manual to help Business or Employers all PA State and Community Rehabilition Agencies to recruit and on-board Iwd talent,"Time limited On the Job Training wage reimbursement of Internships, Externship, Seasonal and Temporary work to build work skills, resume and to refine career goal & IPE planning.",1,Expand current time limited OJT's used for Tranisition Youth 25 and under to all age groups served by PA  OVR agency,After pilot launch statewide Customized Employment model with ID and SAMSA stakeholders increasing our services to PA Most Severly Disabled consumer customers.,Increasing all support including Independent Living (IL) and Employment to PA residnets who are deaf/blind,Expand Summer Youth Colege Academy to PA OVR consumer customers served by our Blindness & Visual Services Division,Expand Business Collaborations with PA OVR How-to-Guide model used in the Iwd apprenticeship program with The Hershey Co.,Increase opportuibnities and staff knowledge/support to PA OVR consumer customers interested in self employment or franchise opportunities.,1,"Collaborative no-cost presentations with PA Onestop and Workforce Investment Boards since 2013 Linkages with PA U.S. OFCCP Offices to assit Contractors in recruitment of qualified pre-screened talent Joint Mid Atlantic ADA Technical Assistance Center presentions to SHRM, Chamber of Commerce and Trace Associations on ADAAA and Sec. 503... how VR can be a no-cost resource.",1,1,1,1,1,1,1,1,0,VA VR&E collaboration,1,1,0,0,1,1,1,1,1,1,1,1,0,PA Dept. of Welfarte recently renamed Dept. of Human Services with Office of Development Programs; Gov. Advisory Committee of People with Disabilities; Office of Subtance Abuse and Mental Health; PennDOT on public transortation for Iwd to access jobs and rides to work or large corperate and business centers; PennSERV/Americorp volunteer opportunities for IWD; State Owned or Related institutions of Higher Learning; Office of Deaf and Hard of Hearing,1,1,1,0,1,0,CSAVR VR-NET; NOD; SELN,0.75,1,55,1,1,0,1,1,0,0,1,1,1,1,1,1,Min BA or BS in Business  or closely related degree and/or combination of education and experience; Master Degree and CRC eligibility for PA OVR Business Services Counselors,1,1,1,1,1,1,Customer service and sales/marketing closing skills,"Extensive 100 day orientation and 6 month probationary training with formal & informal training on PA OVR ; 36th IRI Business as Customer and CSAVR VR-NET Peer Network 7 modules; 1:1 Training from BSOD Chief, East/Western Secialists; Annual East/Western PA Business Services 3 day Training, Annual PA OVR Business Services Teams and SIngle Point of Contact Training.",1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,"Use of OJT's and organizational mission, culture and web site links","First in follow-up and working on a sustained relationship, then in our match between our current talent pipeline, job seeker skills and career goals with new Employers or Organizations we need to match them with.",1,1,0,1,1,0,0,0,2,0,1,-7,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,Top Ten County Employer and Bright Jobs Outlook,1,1,1,1,1,1,1,0,0,1,PA Dept. of Labor & Industry JobGateway web site and Center for Workforce Information & Analysis (CWIA),1,1,1,1,1,1,1,1,Job matching analysis built into JobGateway,1,1,1,1,0,1,1,0,0,3,1,1,1,1,0,0,1,0,1,1,0,0,5,4,2,3,1
109,10/19/14 0:00,South Dakota Division of Services to the Blind and Visually Impaired,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Business Specialist,0,Division Director,1,1,1,1,1,1,0,1,1,0,0,0,0.25,3,0.25,3,7.08,1,5,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Generally speaking, am the point of contact for businesses recruiting; hiring; advancing; and maintaining people with disabilities.  Also, responsibile for collaborating more with the business community.",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,South Dakota Employment Works Task Force,0,0,0,-7,-7,-7,-7,-7,-7,1,Placing more emphasis on promoting awareness of technical support to federal contractors or subcontractors available from both Vocational Rehabilitation and Services to the Blind and Visually Impaired.,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,"Please refer to South Dakota Department of Human Services's  website, South Dakota Employment Works Task Force Report for complete details.",0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,Networking,Tracking system through VR electronic database.,0,0,1,1,1,0,0,0,2,0,1,-7,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,3,1,1,1,1,0,1,0,1,1,1,0,0,1,3,2,4,1
110,11/13/14 0:00,Oregon Office of Vocational Rehabilitation Services,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Employer Services Specialist,0,Program and Policy Manager,1,1,1,1,1,1,0,0,1,0,0,0,10,,10,,10,,4,,0,0,0,0,0,0,1,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,Relate to businesses on behalf of job seekers with disabilities.,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,Networking events to bring businesses to job seekers,"Live Resume events form of networking in small groups, up to 40",Meet Industry/Sector or Business--Career specific event,1,Tapping Fresh Talent Career Fairs annual events with large groups,0,0,0,0,0,1,Ongoing Coordination with Veterans agencies and with OFCCP office to connect with businesses,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,N/A,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,OFCCP federal contractors,1,Each business has own workforce needs and is collected,N/A,0,0,0,1,1,0,1,OFCCP federal contractors,1,0,1,-7,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,Oregon Employment Dept Labor Market,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,2,3,2,4,1
111,10/21/14 0:00,Nebraska Commission for the Blind and Visually Impaired,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Deputy Director of Operations,0,Executive Director,0,0,0,0,0,0,1,1,1,1,0,Supervise district managers to partner with businesses.,16.17,2,16.17,2,24,,6,,0,0,0,1,0,0,1,1,Juris Doctor,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,"We look at building trust relationships with businesses so that they can give opportunities to our clients to work for them. We listen to their needs and partner in the areas we can in order to have our clients work with them. We purchase equipment, adaptive technology, OJT, among others.",1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,"We help with an annual employment conference to which we bring consumers who are ready for employment. At this conference we bring businesses to talk to us about their needs. As part  of this conference, the businesses inteview our clients; and a number of them have hired our clients. At this conference, we show the most current technology, and bring presenters to talk about misconceptions about blindness.","One of our districts has a Business Advisory Council which advises on the needs of businesses in our community. This is helping us to redirect the way we approach businesses when wanting them to hire our clients. At the same time, they learn about our services, features, and benefits that we can provide to them.",-9,9,-9,-9,-9,-9,-9,-9,9,-9,0,7,7,7,7,7,7,0,7,-7,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,-7,0.05,0,-7,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,N/A,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,Type of business. Type of people they hire,We talk about them at our presentations by using power point and social media.,0,0,1,1,1,0,0,0,8,On an on-going basis.,0,N/A,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,7,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,4,1,0,0,1,0,0,1,1,1,1,0,0,3,1,4,3,2
113,10/21/14 0:00,Maine Division of Vocational Rehabilitation,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Business Relations Specialist,0,"Director, Quality Asurance Division",1,1,1,0,1,0,1,0,1,0,0,0,3.5,6,6.25,3,6.25,3,4,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"ME BRS has a dual customer approach to services, serving both job seekers with disabilities and the businesses who hire them.  In our business relations work, the focus is on the business customer and involves discovery of the business' needs (especially related to workforce), identifying funds, programs and strategies to respond to those needs; and sustaining a trusting relationship in order to remain responsive as business needs change",1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,http://www.maine.gov/rehab/employer_services/index.shtml,-9,-9,9,-9,-9,-9,-9,-9,-9,9,-9,9,9,9,9,9,9,9,9,9,-9,9,9,9,9,9,9,9,9,9,9,9,9,9,-9,9,9,9,9,9,9,-9,1,0,-7,0,0,0,0,0,1,VR Supervisors as local point of contact,0,1,1,1,1,0,0,1,1,0,1,1,0,0,N/A,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,the business case & related links,1,1,1,1,0,0,1,0,1,1,0,0,1,job & workplace cultural analyses,"We are starting to pilot ""industry partnerships"" with other ME DOL programs/staff in industries projected to do a lot of hiring",1,1,0,1,1,0,1,"documented tours, job shadows, job analyses",8,currently collecting business profiles to post on intranet - profiles will be updated at least annually,1,-7,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,1,1,1,1,1,0,0,1,1,1,1,0,0,6,3,2,4,1
114,10/21/14 0:00,Missouri Vocational Rehabilitation,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Director,0,Coordinator,1,1,1,1,1,0,0,1,1,0,0,0,-9,,15.5,6,22.5,6,5,,0,0,0,1,0,0,1,1,Counseling,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,Business Relations means meeting the needs of our business customers in terms of talent acquisition and training/support.,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,TAP,0,1,0,1,1,0,0,0,0,-7,-7,-7,7,-7,-7,-7,-7,-7,-7,1,We have partnerships with the Veteran Agencies and we have provided training regarding 503.,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.25,1,4,1,1,0,1,0,0,0,1,0,0,1,0,1,We just started hiring bachelor's level staff,0,0,1,0,1,0,0,Initially it was just me and another Director.  Recently we have hired 3 Bachelor level staff.  We also have one counselor 25% of the time.,9,9,9,9,9,9,9,9,-9,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,-7,We're just starting with TAP,0,0,0,0,0,1,0,0,7,-7,1,-7,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,3,1,0,1,1,0,1,1,0,1,0,0,0,1,2,4,3,1
115,10/22/14 0:00,Massachusetts Commission for the Blind,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Deputy Commissioner,0,-9,1,0,0,0,0,0,1,1,1,0,0,0,3,,27,,27,,5,,0,0,0,0,0,0,0,1,Rehabilitation Services,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,-9,"Our employment specialists and to some degree, our VR Counselors reach out to businesses in the community to establish a relationship that may result in an employment outcome.  We also use these relationships to develop internship and on the job training opportunities.",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,Initiative with OFCCP,Initiative to conduct hiring events/job fair,Initiative to provide qualified internship candidates across the state,0,-7,-7,-7,-7,-7,-7,0,-7,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,3,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,N/A,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,-7,We use the data collected from individuals who have been hired to continue to develop new opportunities in similiar or related fields.,0,0,1,1,1,0,0,0,1,0,1,-7,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,4,1,1,1,1,0,1,1,0,1,1,0,0,1,3,4,1,2
116,10/22/14 0:00,Wyoming Division of Vocational Rehabilitation,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,VR Consultant/Small Business Consultant,0,Deputy Administrator,0,1,0,0,0,0,0,0,0,1,0,Inform staff of options,6,,6,,6,,2,,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Hotel Managment,"Reaching out to potential employers, to discuss potential job openings and potential client referrals. We also provide some ADA consulting to businesses.",0,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,-7,0,-7,-7,-7,7,-7,-7,-7,-7,-7,-7,0,-7,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.05,0,-7,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,N/A,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,-7,Limited to the type of positions that have been filled in the past.,0,0,0,0,0,1,0,0,7,-7,0,-9,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,7,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,1,0,1,0,1,0,0,1,0,1,1,0,0,3,1,4,2,3
117,10/24/14 0:00,New Jersey Division of Vocational Rehabilitation Services,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Program planing & Development Specialist,1,Chief,1,1,0,0,0,1,1,0,0,0,0,0,7.17,2,11.83,10,14.83,10,5,,0,1,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,-9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,-9,9,9,9,9,9,9,9,9,9,9,0,9,-9,9,9,9,9,9,9,9,-9,9,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,9,-9,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,Talent Networks,-9,0,-7,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,N/A,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,Talent Networks,0,-7,Anecdotal information is shared within offices. We also share job leads via email.,0,0,0,0,1,0,0,0,8,No particular time frame,1,-7,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,5,0,0,0,1,0,0,0,0,0,1,0,0,3,1,9,3,2
